TEXT,ODS
"The science is clear: our climate is heating rapidly. The average global temperatures have increased by 1.2 degrees Celsius since 1880 particularly in the late 20th century. The concentration of atmospheric CO2 the GHG that contributes more than 2/3 to global warming is at its highest level ever. The Intergovernmental Panel on Climate Change (IPCC) steadily points out that human activities have warmed the atmosphere ocean and land producing widespread and rapid changes in the atmosphere ocean cryosphere and biosphere. Due to these changes in climate the number of weather climate and water-related disasters has increased by a factor of five over the past 50 years causing over 2 million deaths and US$3.64 trillion in losses.
According to IPCC warming beyond 1.5 degrees could have irreversible and irreparable consequences. However effective and equitable adaptation and mitigation actions can significantly reduce vulnerability and contribute to climate resilience. To limit global warming to well below 2 preferably 1.5 degrees Celsius compared to pre-industrial levels countries came together to hold themselves accountable under the Paris Agreement. The agreement is a milestone of international cooperation to tackle climate change – first legally binding document in the history of climate action.
To move fast in the race against climate crisis targeted actions that bring tangible benefits and limit the trade-offs on multiple fronts are key for common success against climate change. The 2030 Agenda and the Sustainable Development Goals (SDGs) the world’s plan of action to achieving sustainability and resilience for people and planet are closely linked with climate. Maximizing on the interlinkages between the 2030 Agenda and the Paris Agreement by leveraging Climate and SDG Synergies has the potential of achieving both agendas and guaranteeing a livable future for next generations by leaving no one behind. In fact progress made towards limiting global temperature increase would significantly ease the path to many other SDGs such as those related to poverty hunger access to water and terrestrial and marine ecosystems. Many of the SDGs and their targets can also be achieved in ways that would enable adaptive responses to climate change for example those related to resilience in SDGs 9 and 11 respectively relating to infrastructure and urban settlements.
UN DESA is moving the needle forward for harnessing synergies across development and climate action. Through its support to various intergovernmental processes and fora UN DESA is working to improve coordination with other entities by using the 2030 Agenda as both a framework and guiding principles.




CLIMATE ACTION STARTING NOW
Everyone has a role in climate action. At the United Nations we are calling on people everywhere to work together to solve climate challenges and realize the commitments of the 2015 Paris Agreement.Learn more on UN Climate Action including Secretary-General’s key statements on climate change Climate Fast Facts ActNow - the United Nations campaign for individual action and much more.




",ODS13
"The 2030 Agenda for Sustainable Development states that the Sustainable Development Gaols (SDGs) are integrated and indivisible and balance the three dimensions of sustainable development (economic social and environmental). The interlinkages and integrated nature of the SDGs are of crucial importance in ensuring that the purpose of the new Agenda is realised. Accordingly the integrated and interlinked nature of the SDGs needs to inform and guide their mainstreaming into national planning frameworks in the form of national development plans or sustainable development strategies. The transformational vision of the 2030 Agenda depends on such an integrated approach which involves identifying possible synergies and trade-offs between SDGs and their associated targets as well as developing context specific integrated approaches to ensure effective implementation.
The 2019 SDG Summit called on countries to “mainstream the 2030 Agenda into our national planning instruments policies strategies and financial frameworks”. The voluntary national reviews (VNRs) and other sources provide examples of approaches taken by countries to integrate the 2030 agenda into national plans and strategies. Countries are also integrating regional and continental agendas into their plans for instance the 2063 Agenda of the African Union. The SDGs are also being incorporated into plans and review processes at the sub-national as evidenced by the voluntary local reviews.
The integration of the SDGs – and sustainable development more broadly – builds on the experience with National Sustainable Development Strategies (NSDS) which were included in 1992 in Agenda 21 (§ 8.7). Here countries were called upon to integrate economic social and environmental objectives into one strategically focused blueprint for action at the national level. The NSDS “should be developed through the widest possible participation”. And it “should be based on a thorough assessment of the current situation and initiatives”.
As seen at the Voluntary National Reviews at the High Level Political Forum on Sustainable Development issues such as country ownership and strong political commitment the integration of economic social and environmental objectives across sectors territories and generations; broad participation and effective partnerships the development of capacity and enabling environment as well as the mobilization of means of implementations remain at the centre of policy debates at all levels.
More on NSDS
In the Programme for the Future Implementation of Agenda 21 adopted at the 19th Special Session of the General Assembly (23-28 June 1997) member States reaffirmed the importance of NSDS and set a target of 2002 for the formulation and elaboration of NSDS that reflect the contributions and responsibilities of all interested parties.
However by 2002 based on national reports received from governments only about 85 countries had developed some form of national strategies and the nature and effectiveness of these strategies varied considerably from country to country. The Johannesburg Plan of Implementation (JPOI) adopted at the 2002 World Summit on Sustainable Development (WSSD) through paragraph 162 b recommitted member States to “take immediate steps to make progress in the formulation and elaboration of national strategies for sustainable development and to begin their implementation by 2005.”
During the preparatory process for the 2002 WSSD the International Forum on NSDS was held in Accra Ghana in 2001 which led to the launch of the Guidance in Preparing a National Sustainable Development Strategy. It defined National Sustainable Development Strategy (NSDS) as “a coordinated participatory and iterative process of thoughts and actions to achieve economic environmental and social objectives in a balanced and integrative manner”. Most importantly NSDS is a call for an institutional change. It aims at a transition from the traditional static putting-a-plan-on-paper exercise towards the establishment of an adaptive system that can continuously improve. It should be a process which “encompasses situation analysis formulation of policies and action plans implementation monitoring and regular review. It is a cyclical and interactive process of planning participation and action in which the emphasis is on managing progress towards sustainability goals rather than producing a ‘plan’ as an end product.”
Every country needs to determine for itself how best to approach the preparation and implementation of its national sustainable development strategy depending upon the prevailing political historical cultural ecological circumstances. A blueprint approach for national sustainable development strategies is neither possible nor desirable. The particular label applied to a national sustainable development strategy is not important as long as the underlying principles characterizing a national sustainable development strategy are adhered to and that economic social and environmental objectives are balanced and integrated.
Today there is an increased interest in national development planning and for many countries their national plan or strategy - even if not labelled as an NSDS - is the chief means for incorporating the 2030 Agenda and its 17 SDGs into the national policy framework.
",ODS13
"The Barbados Programme of Action (BPOA) adopted in 1994 further complemented by The Mauritius Strategy of Implementation (MSI) of 2005 and MSI+5 Outcome document recognized that although they are afflicted by economic difficulties and confronted by development imperatives similar to those of developing countries generally small island developing States (SIDS) have their own peculiar vulnerabilities and characteristics. SIDS’ unique and particular vulnerabilities are highlighted in “The Future We Want” adopted at The United Nations Conference on Sustainable Development (also known as Rio+20) that took place in Rio de Janeiro Brazil in June 2012 - their small size remoteness narrow resource and export base and exposure to global environmental challenges and external economic shocks including to a large range of impacts from climate change and potentially more frequent and intense natural disasters (para 178). SIDS continue to address those structural and external challenges to achieve their sustainable development.
The Third International Conference on SIDS was held in Apia Samoa in September 2014 with the overarching theme of “The sustainable development of small island developing States through genuine and durable partnerships”. Nearly 300 partnerships were announced at the conference and monitored through the Partnership Platform. The SIDS Accelerated Modalities of Action (SAMOA) Pathway (Samoa Pathway) adopted at the Conference addresses priority areas for SIDS and calls for urgent actions and support for SIDS’ efforts to achieve their sustainable development.
UN-DESA  leads inter-agency coordination within the United Nations system through the Executive Committee of Economic and Social Affairs Plus (ECESA Plus) and among UN and non-UN entities active on SIDS issues through the Inter-Agency Consultative Group (IACG) on SIDS to monitor the implementation of the BPOA MSI and the Samoa Pathway as well as the progress being made in the SIDS partnerships. Moreover UN-DESA and particularly the SIDS Unit provides technical assistance and advice supports intergovernmental processes and reports on progress made in the implementation of the BPOA MSI and the Samoa Pathway.
For more information and documents on this topicplease visit this link
",ODS13
"Oceans seas and coastal areas form an integrated and essential component of the Earth’s ecosystem and are critical to sustainable development. They cover more than two-thirds of the earth’s surface and contain 97% of the planet’s water. Oceans contribute to poverty eradication by creating sustainable livelihoods and decent work. Over three billion people depend on marine and coastal resources for their livelihoods. In addition oceans are crucial for global food security and human health. They are also the primary regulator of the global climate an important sink for greenhouse gases and they provide us with water and the oxygen we breathe. Finally oceans host huge reservoirs of biodiversity.
The importance of oceans for sustainable development is widely recognized by the international community and embodied in Chapter 17 of Agenda 21 the Johannesburg Plan of Implementation and various decisions taken by the Commission on Sustainable Development. The Millennium Ecosystem Assessment emphasizes that all humans depend on the Earth’s ecosystems and the services they provide. In the Rio+20 outcome documentThe future we want Member States called for “holistic and integrated approaches to sustainable development that will guide humanity to live in harmony with nature and lead to efforts to restore the health and integrity of the Earth’s ecosystem”. In this context they stressed among others the importance of “the conservation and sustainable use of the oceans and seas and of their resources for sustainable development including through their contributions to poverty eradication sustained economic growth food security and creation of sustainable livelihoods and decent work…”. Accordingly the Proposal of the Open Working Group on Sustainable Development Goals submitted to the United Nations General Assembly in August 2014 contained sustainable development goal (SDG) 14 which aims to “Conserve and sustainable use the oceans seas and marine resources for sustainable development”. Issues related to oceans and seas are addressed in the 10 targets under SDG 14 as well as many other related SDGs under the 2030 Agenda for Sustainable Development the outcome document of the United Nations summit for the adoption of the posst-2015 development agenda in 2015.
In order for oceans seas and marine resources to successfully contribute to human well-being ecosystem integrity with properly functioning biogeochemical and physical processes is required. This does not require unperturbed systems but systems that have not suffered serious or irreversible harm. Ecosystem integrity allows for the provision of so-called supporting ecosystem services which in turn are the bases of important regulating provisioning and cultural ecosystem services that are of crucial importance for humans. Whereas the benefits provided by oceans seas and marine resources are important to all people the poor indigenous peoples and vulnerable groups with a high dependency on natural resources and ecosystem services may have their well-being especially tied to these benefits. The link between oceans seas and marine resources and human well-being is not one-sided. While an increase in human well-being is frequently generated at the cost of ecosystem integrity it can also potentially reduce the negative anthropogenic impacts on the marine environment due to a more sustainable use of resources changes in production and consumption patterns and improved management and control of human activities for example. In order for this to happen good governance and an enabling environment are however required.
Oceans seas and marine resources are increasingly threatened degraded or destroyed by human activities reducing their ability to provide crucial ecosystem services. Important classes of threats are among others climate change marine pollution unsustainable extraction of marine resources and physical alterations and destruction of marine and coastal habitats and landscapes. The deterioration of coastal and marine ecosystems and habitats is negatively affecting human well-being worldwide.
Good governance an enabling environment sustainable land- and marine- based human activities and adequate measures will be required to reduce the negative anthropogenic impacts on the marine environment for example due to a more sustainable use of resources changes in production and consumption patterns and improved management and control of human activities. Projects and measures should ideally be designed and implemented in an integrated cross-sectoral and cross-scale manner in line with the ecosystem approach and involving all stakeholders.
Human well-being cannot be achieved without the protection and conservation of the Earth’s ecosystem. To maintain the quality of life that the oceans have provided to humankind while sustaining the integrity of their ecosystems a change will be required in how humans view manage and use oceans seas and marine resources.
For more information and documents on this topicplease visit this link
",ODS14
"The Barbados Programme of Action (BPOA) adopted in 1994 further complemented by The Mauritius Strategy of Implementation (MSI) of 2005 and MSI+5 Outcome document recognized that although they are afflicted by economic difficulties and confronted by development imperatives similar to those of developing countries generally small island developing States (SIDS) have their own peculiar vulnerabilities and characteristics. SIDS’ unique and particular vulnerabilities are highlighted in “The Future We Want” adopted at The United Nations Conference on Sustainable Development (also known as Rio+20) that took place in Rio de Janeiro Brazil in June 2012 - their small size remoteness narrow resource and export base and exposure to global environmental challenges and external economic shocks including to a large range of impacts from climate change and potentially more frequent and intense natural disasters (para 178). SIDS continue to address those structural and external challenges to achieve their sustainable development.
The Third International Conference on SIDS was held in Apia Samoa in September 2014 with the overarching theme of “The sustainable development of small island developing States through genuine and durable partnerships”. Nearly 300 partnerships were announced at the conference and monitored through the Partnership Platform. The SIDS Accelerated Modalities of Action (SAMOA) Pathway (Samoa Pathway) adopted at the Conference addresses priority areas for SIDS and calls for urgent actions and support for SIDS’ efforts to achieve their sustainable development.
UN-DESA  leads inter-agency coordination within the United Nations system through the Executive Committee of Economic and Social Affairs Plus (ECESA Plus) and among UN and non-UN entities active on SIDS issues through the Inter-Agency Consultative Group (IACG) on SIDS to monitor the implementation of the BPOA MSI and the Samoa Pathway as well as the progress being made in the SIDS partnerships. Moreover UN-DESA and particularly the SIDS Unit provides technical assistance and advice supports intergovernmental processes and reports on progress made in the implementation of the BPOA MSI and the Samoa Pathway.
For more information and documents on this topicplease visit this link
",ODS14
"The Sustainable Development Goal 15 of the 2030 Agenda for Sustainable Development is devoted to “protect restore and promote sustainable use of terrestrial ecosystems sustainably manage forests combat desertification and halt and reverse land degradation and halt biodiversity loss”.
At the Rio+20 Conference Member States reaffirmed through paragraphs 197- 204 of the outcome document the Future We Want that “intrinsic value of biological diversity as well as the ecological genetic social economic scientific educational cultural recreational and aesthetic values of biological diversity and its critical role in maintaining ecosystems that provide essential services which are critical foundations for sustainable development and human well-being”. Member States also recognized “the severity of global biodiversity loss and degradation of ecosystems” and stress the negative impact that this situation has on food security nutrition access to water health of the rural poor and people worldwide”.
Furthermore the Future We Want reiterated the importance of implementing the Strategic Plan for Biodiversity 2011-2020 and achieving the Aichi Biodiversity Targets adopted at the Tenth Conference of the Parties to the Convention.
Biodiversity was discussed by the Commission on Sustainable Development on several occasions and was one of the themes of the 2012/2013 two-year cycle.
At the World Summit on Sustainable Development held in Johannesburg 2002 biological diversity was addressed in Chapter IV paragraph 44 of the outcome of the Summit the Johannesburg Plan of Implementation. The Summit also endorsed the target to achieve by 2010 a significant reduction of the rate of biodiversity loss at global regional and national levels as a contribution to poverty alleviation and to the benefit of all life on earth which had some months earlier been adopted by the sixth meeting of the CBD Conference of Parties (COP).
Conservation of biological diversity is the subject of Chapter 15 of Agenda 21 which was adopted at the United Nations Conference on Environment and Development in 1992 in Rio de Janeiro. On the same occasion the United Nations Convention on Biological Diversity (CBD) was opened for signature and remained open for signature until 4 June 1993. By that time it had received 168 signatures. The Convention entered into force on 29 December 1993 90 days after the 30th ratification. The first session of the Conference of the Parties was scheduled for 28 November – 9 December 1994 in the Bahamas.
For more information and documents on this topic please visit this link.",ODS15
"Sustainable Development Goal 15 aims to “protect restore and promote sustainable use of terrestrial ecosystems sustainably manage forests combat desertification and halt and reverse land degradation and halt biodiversity loss”.
Forests have a significant role in reducing the risk of natural disasters including floods droughts landslides and other extreme events. At global level forests mitigate climate change through carbon sequestration contribute to the balance of oxygen carbon dioxide and humidity in the air and protect watersheds which supply 75% of freshwater worldwide.
Investing in forests and forestry represent an investment in people and their livelihoods especially the rural poor youth and women. Around 1.6 billion people - including more than 2000 indigenous cultures - depend on forests for their livelihood.
Forests are the most biologically-diverse ecosystems on land home to more than 80% of the terrestrial species of animals plants and insects. They also provide shelter jobs and security for forest-dependent communities.
Therefore the future of forests and forestry in sustainable development at all levels was at the core of the XIV World Forestry hosted in Durban from 7 to 11 September 2015. The Durban Declaration called for new partnerships among forest agriculture finance energy water and other sectors as well the engagement with indigenous people and local community.
The importance of investing in world’s forests and of taking “political commitment at the highest levels smart policies effective law enforcement innovative partnerships and funding” was also recalled by the UN Secretary-General Mr Ban Ki-moon in his Message on the occasion of the 2015 International Day of Forests.
Both the International Day of Forests launched in 2013 and the International Year of Forest proclaimed for 2011 aimed at raising awareness on the importance of all types of forests and of trees outside forests.
Prior to the 2030 Agenda for Sustainable Development the outcome document of the Rio+20 Conference the Future We Want in its paragraphs 193- 196 stress the importance of improving the livelihoods of people and communities by creating the conditions required to sustainably manage forests. It also recognizes the role of the UN Forum on Forests in addressing forest-related issues in a holistic and integrated manner and in promoting international policy coordination and cooperation in order to achieve forest management. Paragraph 196 calls for the mainstreaming of sustainable forest management and practises into economic policy and decision-making.
Chapter 11 of Agenda 21 is entitled ‘Combating Deforestation’ and is devoted to sustain the multiple roles and functions of all types of forests forest lands and woodlands.
On one side the Agenda highlights the major weaknesses in the policies methods and mechanisms adopted to support trees forests and forest lands and the multiple ecological economic social and cultural roles.
Therefore on the other side it identifies among its objectives the strengthening of forest-related national institutions the enhancement of the scope and effectiveness of activities related to the management conservation and sustainable development of forests and the sustainable utilization and production of forests' goods and services in both the developed and the developing countries.
The Agenda also mentions the importance to improve human technical and professional skills as well as expertise and capabilities to effectively formulate and implement policies plans programmes research and projects on management conservation and sustainable development of all types of forests and forest-based resources and forest lands inclusive as well as other areas from which forest benefits can be derived.",ODS15
"Paragraph 33 of the 2030 Agenda for Sustainable Development focuses on the linkage between sustainable management of the planet’s natural resources and social and economic development as well as on “strengthen cooperation on desertification dust storms land degradation and drought and promote resilience and disaster risk reduction”.
Sustainable Development Goal 15 of the 2030 Agenda aims to “protect restore and promote sustainable use of terrestrial ecosystems sustainably manage forests combat desertification and halt and reverse land degradation and halt biodiversity loss”.
The economic and social significance of a good land management including soil and its contribution to economic growth and social progress is recognized in paragraph 205 of the Future We Want. In this context Member States express their concern on the challenges posed to sustainable development by desertification land degradation and drought especially for Africa LDCs and LLDCs. At the same time Member States highlight the need to take action at national regional and international level to reverse land degradation catalyse financial resources from both private and public donors and implement both the United Nations Convention to Combat Desertification (UNCCD) and its 10- Year Strategic Plan and Framework (2008-2018).
Furthermore in paragraphs 207 and 208 of the Future We Want Member States encourage and recognize the importance of partnerships and initiatives for the safeguarding of land resources further development and implementation of scientifically based sound and socially inclusive methods and indicators for monitoring and assessing the extent of desertification land degradation and drought. The relevance of efforts underway to promote scientific research and strengthen the scientific base of activities to address desertification and drought under the UNCCD is also addressed.
Combating desertification and drought were discussed by the Commission on Sustainable Development in several sessions. In the framework of the Commission's multi-year work programme CSD 16-17 focused respectively in 2008 and 2009 on desertification and drought along with the interrelated issues of Land Agriculture Rural development and Africa.
In accordance with its multi-year programme of work CSD-8 in 2000 reviewed integrated planning and management of land resources as its sectoral theme. In its decision 8/3 on integrated planning and management of land resources the Commission on Sustainable Development noted the importance of addressing sustainable development through a holistic approach such as ecosystem management in order to meet the priority challenges of desertification and drought sustainable mountain development prevention and mitigation of land degradation coastal zones deforestation climate change rural and urban land use urban growth and conservation of biological diversity.
The sectoral cluster of land desertification forests and biodiversity as well as mountains (chapters 10-13 and 15 of Agenda 21) were considered by CSD-3 in 1995 and again at the five-year review in 1997.
The UN Conference on Environment and Development (UNCED) called upon the United Nations General Assembly to establish an Intergovernmental Negotiating Committee (INCD) to prepare by June 1994 an international convention to combat desertification in those countries experiencing serious drought and/or desertification particularly in Africa. The Convention was adopted in Paris on 17 June 1994 and opened for signature there on 14-15 October 1994. It entered into force on 26 December 1996.
Deserts are among the fragile ecosystems addressed by Agenda 21 and combating desertification and drought is the subject of Chapter 12. Desertification includes land degradation in arid semi-arid and dry sub humid areas resulting from various factors including climatic variations and human activities. Desertification affects as much as one-sixth of the world's population seventy percent of all drylands and one-quarter of the total land area of the world. It results in widespread poverty as well as in the degradation of billion hectares of rangeland and cropland.
Integrated planning and management of land resources is the subject of chapter 10 of Agenda 21 which deals with the cross-sectoral aspects of decision-making for the sustainable use and development of natural resources including the soils minerals water and biota that land comprises. This broad integrative view of land resources which are essential for life-support systems and the productive capacity of the environment is the basis of Agenda 21's and the Commission on Sustainable Development's consideration of land issues.
Expanding human requirements and economic activities are placing ever increasing pressures on land resources creating competition and conflicts and resulting in suboptimal use of resources. By examining all uses of land in an integrated manner it makes it possible to minimize conflicts to make the most efficient trade-offs and to link social and economic development with environmental protection and enhancement thus helping to achieve the objectives of sustainable development. (Agenda 21 para 10.1) The Food and Agriculture Organization of the United Nations (FAO) is the task manager for chapter 10 of Agenda 21.",ODS15
"The 2030 Agenda for Sustainable Development states that the Sustainable Development Gaols (SDGs) are integrated and indivisible and balance the three dimensions of sustainable development (economic social and environmental). The interlinkages and integrated nature of the SDGs are of crucial importance in ensuring that the purpose of the new Agenda is realised. Accordingly the integrated and interlinked nature of the SDGs needs to inform and guide their mainstreaming into national planning frameworks in the form of national development plans or sustainable development strategies. The transformational vision of the 2030 Agenda depends on such an integrated approach which involves identifying possible synergies and trade-offs between SDGs and their associated targets as well as developing context specific integrated approaches to ensure effective implementation.
The 2019 SDG Summit called on countries to “mainstream the 2030 Agenda into our national planning instruments policies strategies and financial frameworks”. The voluntary national reviews (VNRs) and other sources provide examples of approaches taken by countries to integrate the 2030 agenda into national plans and strategies. Countries are also integrating regional and continental agendas into their plans for instance the 2063 Agenda of the African Union. The SDGs are also being incorporated into plans and review processes at the sub-national as evidenced by the voluntary local reviews.
The integration of the SDGs – and sustainable development more broadly – builds on the experience with National Sustainable Development Strategies (NSDS) which were included in 1992 in Agenda 21 (§ 8.7). Here countries were called upon to integrate economic social and environmental objectives into one strategically focused blueprint for action at the national level. The NSDS “should be developed through the widest possible participation”. And it “should be based on a thorough assessment of the current situation and initiatives”.
As seen at the Voluntary National Reviews at the High Level Political Forum on Sustainable Development issues such as country ownership and strong political commitment the integration of economic social and environmental objectives across sectors territories and generations; broad participation and effective partnerships the development of capacity and enabling environment as well as the mobilization of means of implementations remain at the centre of policy debates at all levels.
More on NSDS
In the Programme for the Future Implementation of Agenda 21 adopted at the 19th Special Session of the General Assembly (23-28 June 1997) member States reaffirmed the importance of NSDS and set a target of 2002 for the formulation and elaboration of NSDS that reflect the contributions and responsibilities of all interested parties.
However by 2002 based on national reports received from governments only about 85 countries had developed some form of national strategies and the nature and effectiveness of these strategies varied considerably from country to country. The Johannesburg Plan of Implementation (JPOI) adopted at the 2002 World Summit on Sustainable Development (WSSD) through paragraph 162 b recommitted member States to “take immediate steps to make progress in the formulation and elaboration of national strategies for sustainable development and to begin their implementation by 2005.”
During the preparatory process for the 2002 WSSD the International Forum on NSDS was held in Accra Ghana in 2001 which led to the launch of the Guidance in Preparing a National Sustainable Development Strategy. It defined National Sustainable Development Strategy (NSDS) as “a coordinated participatory and iterative process of thoughts and actions to achieve economic environmental and social objectives in a balanced and integrative manner”. Most importantly NSDS is a call for an institutional change. It aims at a transition from the traditional static putting-a-plan-on-paper exercise towards the establishment of an adaptive system that can continuously improve. It should be a process which “encompasses situation analysis formulation of policies and action plans implementation monitoring and regular review. It is a cyclical and interactive process of planning participation and action in which the emphasis is on managing progress towards sustainability goals rather than producing a ‘plan’ as an end product.”
Every country needs to determine for itself how best to approach the preparation and implementation of its national sustainable development strategy depending upon the prevailing political historical cultural ecological circumstances. A blueprint approach for national sustainable development strategies is neither possible nor desirable. The particular label applied to a national sustainable development strategy is not important as long as the underlying principles characterizing a national sustainable development strategy are adhered to and that economic social and environmental objectives are balanced and integrated.
Today there is an increased interest in national development planning and for many countries their national plan or strategy - even if not labelled as an NSDS - is the chief means for incorporating the 2030 Agenda and its 17 SDGs into the national policy framework.
",ODS15
"In its para 33 the 2030 Agenda for Sustainable Development focuses on the impact that sustainable management of natural resources has on social and economic development and therefore on the importance of conservation and sustainable use of oceans and seas freshwater resources as well as forests mountains and drylands and of the protection of biodiversity ecosystems and wildlife.
Furthermore the need to “Protect restore and promote sustainable use of terrestrial ecosystems sustainably manage forests combat desertification and halt and reverse land degradation and halt biodiversity loss” is set as Sustainable Development Goal 15 of the 2030 Agenda.
Target n.1 of SDG 15 in particular explicitly mentions mountains among the ecosystems to be conserved restored and sustainably used in line with international agreements.
The outcome document of the Rio + 20 Conference the Future We Want recognizes through paragraphs 210-212 both the benefits derived from mountain regions as essential for sustainable development and the crucial role played by Mountain ecosystems in providing water resources to a large portion of the world's population. It also acknowledges the importance of mountains as home to indigenous people and local communities.
The Future We Want warns about the vulnerability of fragile mountain ecosystems to the adverse impacts of climate change deforestation and forest degradation land use change land degradation and natural disasters the marginalisation of its communities. Therefore it invites States to reinforce cooperative action with effective involvement and sharing of experience of all relevant stakeholders and to adopt a long-term vision and holistic approaches including through incorporating mountain-specific policies into national sustainable development strategies which could include inter alia poverty reduction plans and programmes for mountain areas particularly in developing countries.
Prior to Rio+20 Sustainable Mountain Development was discussed at the third session of the Commission on Sustainable Development and the nineteenth Special Session of the General Assembly held in 1997. The following year the General Assembly also proclaimed 2002 as the International Year of Mountains by adopting without a vote a draft resolution recommended by the Economic and Social Council.
Sustainable Mountain Development is also the subject of Chapter 13 of Agenda 21 which notes that mountains are an important source of water energy biological diversity key resources such as minerals forest products and agricultural products and of recreation. Mountain environments represent major ecosystems which are essential to the survival of the global ecosystem but they are rapidly changing. Many global mountain areas are experiencing environmental degradation. At the same time about ten percent of the world's population depends directly on mountain resources and a much larger percentage draws on mountain resources including and especially water.
Chapter 13 also includes two programme areas to further elaborate the problem of fragile mountain ecosystems. These are:
Generating and strengthening knowledge about the ecology and sustainable development of mountain ecosystems; and
Promoting integrated watershed development and alternative livelihood opportunities.
",ODS15
"The Barbados Programme of Action (BPOA) adopted in 1994 further complemented by The Mauritius Strategy of Implementation (MSI) of 2005 and MSI+5 Outcome document recognized that although they are afflicted by economic difficulties and confronted by development imperatives similar to those of developing countries generally small island developing States (SIDS) have their own peculiar vulnerabilities and characteristics. SIDS’ unique and particular vulnerabilities are highlighted in “The Future We Want” adopted at The United Nations Conference on Sustainable Development (also known as Rio+20) that took place in Rio de Janeiro Brazil in June 2012 - their small size remoteness narrow resource and export base and exposure to global environmental challenges and external economic shocks including to a large range of impacts from climate change and potentially more frequent and intense natural disasters (para 178). SIDS continue to address those structural and external challenges to achieve their sustainable development.
The Third International Conference on SIDS was held in Apia Samoa in September 2014 with the overarching theme of “The sustainable development of small island developing States through genuine and durable partnerships”. Nearly 300 partnerships were announced at the conference and monitored through the Partnership Platform. The SIDS Accelerated Modalities of Action (SAMOA) Pathway (Samoa Pathway) adopted at the Conference addresses priority areas for SIDS and calls for urgent actions and support for SIDS’ efforts to achieve their sustainable development.
UN-DESA  leads inter-agency coordination within the United Nations system through the Executive Committee of Economic and Social Affairs Plus (ECESA Plus) and among UN and non-UN entities active on SIDS issues through the Inter-Agency Consultative Group (IACG) on SIDS to monitor the implementation of the BPOA MSI and the Samoa Pathway as well as the progress being made in the SIDS partnerships. Moreover UN-DESA and particularly the SIDS Unit provides technical assistance and advice supports intergovernmental processes and reports on progress made in the implementation of the BPOA MSI and the Samoa Pathway.
For more information and documents on this topicplease visit this link
",ODS15
"The 2030 Agenda for Sustainable Development states that the Sustainable Development Gaols (SDGs) are integrated and indivisible and balance the three dimensions of sustainable development (economic social and environmental). The interlinkages and integrated nature of the SDGs are of crucial importance in ensuring that the purpose of the new Agenda is realised. Accordingly the integrated and interlinked nature of the SDGs needs to inform and guide their mainstreaming into national planning frameworks in the form of national development plans or sustainable development strategies. The transformational vision of the 2030 Agenda depends on such an integrated approach which involves identifying possible synergies and trade-offs between SDGs and their associated targets as well as developing context specific integrated approaches to ensure effective implementation.
The 2019 SDG Summit called on countries to “mainstream the 2030 Agenda into our national planning instruments policies strategies and financial frameworks”. The voluntary national reviews (VNRs) and other sources provide examples of approaches taken by countries to integrate the 2030 agenda into national plans and strategies. Countries are also integrating regional and continental agendas into their plans for instance the 2063 Agenda of the African Union. The SDGs are also being incorporated into plans and review processes at the sub-national as evidenced by the voluntary local reviews.
The integration of the SDGs – and sustainable development more broadly – builds on the experience with National Sustainable Development Strategies (NSDS) which were included in 1992 in Agenda 21 (§ 8.7). Here countries were called upon to integrate economic social and environmental objectives into one strategically focused blueprint for action at the national level. The NSDS “should be developed through the widest possible participation”. And it “should be based on a thorough assessment of the current situation and initiatives”.
As seen at the Voluntary National Reviews at the High Level Political Forum on Sustainable Development issues such as country ownership and strong political commitment the integration of economic social and environmental objectives across sectors territories and generations; broad participation and effective partnerships the development of capacity and enabling environment as well as the mobilization of means of implementations remain at the centre of policy debates at all levels.
More on NSDS
In the Programme for the Future Implementation of Agenda 21 adopted at the 19th Special Session of the General Assembly (23-28 June 1997) member States reaffirmed the importance of NSDS and set a target of 2002 for the formulation and elaboration of NSDS that reflect the contributions and responsibilities of all interested parties.
However by 2002 based on national reports received from governments only about 85 countries had developed some form of national strategies and the nature and effectiveness of these strategies varied considerably from country to country. The Johannesburg Plan of Implementation (JPOI) adopted at the 2002 World Summit on Sustainable Development (WSSD) through paragraph 162 b recommitted member States to “take immediate steps to make progress in the formulation and elaboration of national strategies for sustainable development and to begin their implementation by 2005.”
During the preparatory process for the 2002 WSSD the International Forum on NSDS was held in Accra Ghana in 2001 which led to the launch of the Guidance in Preparing a National Sustainable Development Strategy. It defined National Sustainable Development Strategy (NSDS) as “a coordinated participatory and iterative process of thoughts and actions to achieve economic environmental and social objectives in a balanced and integrative manner”. Most importantly NSDS is a call for an institutional change. It aims at a transition from the traditional static putting-a-plan-on-paper exercise towards the establishment of an adaptive system that can continuously improve. It should be a process which “encompasses situation analysis formulation of policies and action plans implementation monitoring and regular review. It is a cyclical and interactive process of planning participation and action in which the emphasis is on managing progress towards sustainability goals rather than producing a ‘plan’ as an end product.”
Every country needs to determine for itself how best to approach the preparation and implementation of its national sustainable development strategy depending upon the prevailing political historical cultural ecological circumstances. A blueprint approach for national sustainable development strategies is neither possible nor desirable. The particular label applied to a national sustainable development strategy is not important as long as the underlying principles characterizing a national sustainable development strategy are adhered to and that economic social and environmental objectives are balanced and integrated.
Today there is an increased interest in national development planning and for many countries their national plan or strategy - even if not labelled as an NSDS - is the chief means for incorporating the 2030 Agenda and its 17 SDGs into the national policy framework.
",ODS16
